-BEGIN HEADER-,,,,,,,,,,,
23.25,88.25,2021,6,23,25.72,25.73,31.59,88.03,5.08,100.1,8.75
23.75,82.25,2021,6,23,23.48,23.7,31.29,79.46,29.2,94.54,4.95
23.75,82.75,2021,6,23,23.71,23.83,31.42,79.78,26.54,94.72,4.84
23.75,83.25,2021,6,23,23.85,24.18,31.21,80.22,18.07,94.96,4.56
23.75,83.75,2021,6,23,23.85,24.02,30.12,83.47,9.11,94.45,4.3
23.75,84.25,2021,6,23,24.31,24.5,29.81,85.12,8.36,94.5,4.13
23.75,84.75,2021,6,23,24.46,24.73,30.06,85.59,10.61,94.43,5.04
23.75,85.25,2021,6,23,24.7,24.96,30.63,85.79,12.46,94.87,5.35
23.75,85.75,2021,6,23,25.15,25.26,31.16,86.41,11.64,95.93,4.96
23.75,86.25,2021,6,23,25.64,25.55,31.24,87.94,7.03,97.16,5.32
23.75,86.75,2021,6,23,25.8,25.82,30.31,88.99,3.71,98.15,6.95
23.75,87.25,2021,6,23,25.78,25.98,30.65,88.78,2.39,98.97,8.02
23.75,87.75,2021,6,23,25.78,26.03,31.55,87.84,2.61,99.61,8.34
23.75,88.25,2021,6,23,25.83,25.93,32.29,86.95,3.94,100.04,8.07
24.25,82.25,2021,6,23,23.99,24.65,32.47,76.61,32.87,96.02,5.26
24.25,82.75,2021,6,23,24.26,24.9,32.71,76.66,29.8,96.27,4.9
24.25,83.25,2021,6,23,24.38,25.28,32.79,76.26,19.25,96.56,4.38
24.25,83.75,2021,6,23,24.78,25.46,32.32,78.94,9.74,96.67,3.83
24.25,84.25,2021,6,23,25.28,25.87,31.83,81.11,8.11,96.87,3.21
24.25,84.75,2021,6,23,25.31,25.84,31.6,82.61,9.64,96.53,4.34
24.25,85.25,2021,6,23,25.24,25.7,31.66,83.86,10.55,96.31,5.29
24.25,85.75,2021,6,23,25.3,25.61,31.77,85.31,8.77,96.54,5.58
24.25,86.25,2021,6,23,25.53,25.61,31.4,87.41,3.93,97.17,6.23
24.25,86.75,2021,6,23,25.7,25.78,30.38,88.63,2.09,97.97,7.34
24.25,87.25,2021,6,23,25.79,25.98,30.95,87.98,1.48,98.66,7.74
24.25,87.75,2021,6,23,25.88,26.17,32.08,86.52,1.89,99.37,7.69
24.25,88.25,2021,6,23,25.95,26.15,32.86,85.42,2.88,99.99,7.4
24.75,82.25,2021,6,23,24.4,25.51,33.56,73.85,34.93,97.4,5.39
24.75,82.75,2021,6,23,24.64,25.67,33.64,74.35,31.83,97.49,4.91
24.75,83.25,2021,6,23,24.8,25.89,33.58,74.97,21.35,97.57,4.24
24.75,83.75,2021,6,23,25.31,26.19,33.12,77.62,10.32,97.73,3.7
24.75,84.25,2021,6,23,25.86,26.7,32.88,79.75,7.97,98.17,3.19
24.75,84.75,2021,6,23,26.03,26.82,32.7,81.28,8.47,98.2,4.12
24.75,85.25,2021,6,23,25.99,26.69,32.63,82.66,8.77,98.07,5.16
24.75,85.75,2021,6,23,25.89,26.42,32.48,84.28,7.11,97.95,5.86
24.75,86.25,2021,6,23,25.87,26.08,31.84,86.41,2.98,98,6.69
24.75,86.75,2021,6,23,26.01,26.15,31.49,87.13,1.69,98.48,7.68
24.75,87.25,2021,6,23,26.06,26.2,31.94,86.43,1.27,98.8,7.96
24.75,87.75,2021,6,23,26.07,26.28,32.65,85.17,1.59,99.34,7.6
24.75,88.25,2021,6,23,26.02,26.2,33.1,84.28,2.18,99.96,6.95
25.25,82.25,2021,6,23,25.02,26.26,34.32,73.01,29.35,98.6,5.28
25.25,82.75,2021,6,23,25.28,26.4,34.3,74.2,26.96,98.63,4.98
25.25,83.25,2021,6,23,25.54,26.52,34.05,76.08,18.91,98.62,4.35
25.25,83.75,2021,6,23,25.97,26.9,33.64,78.25,9.39,98.74,3.64
25.25,84.25,2021,6,23,26.36,27.34,33.43,80.08,6.81,99.03,3.37
25.25,84.75,2021,6,23,26.58,27.46,33.2,81.84,6.61,99.19,4.11
25.25,85.25,2021,6,23,26.65,27.36,33.04,83.41,6.7,99.24,5.04
25.25,85.75,2021,6,23,26.59,27.11,32.88,84.72,5.71,99.21,5.82
25.25,86.25,2021,6,23,26.48,26.76,32.51,85.84,2.96,99.12,6.62
25.25,86.75,2021,6,23,26.52,26.76,32.58,85.84,2.5,99.34,7.46
25.25,87.25,2021,6,23,26.45,26.74,32.77,85.41,2.08,99.38,7.69
25.25,87.75,2021,6,23,26.28,26.54,33.02,84.62,2.38,99.58,7.3
25.25,88.25,2021,6,23,26.05,26.13,33.19,83.89,2.95,99.92,6.64
25.75,82.25,2021,6,23,25.56,26.62,34.51,74.47,16.2,99.04,4.91
25.75,82.75,2021,6,23,25.85,26.77,34.38,76.23,15.21,99.13,5.01
25.75,83.25,2021,6,23,26.07,26.88,34.05,78.17,11.85,99.21,4.59
25.75,83.75,2021,6,23,26.32,27.16,33.72,79.47,8.1,99.29,3.77
25.75,84.25,2021,6,23,26.63,27.47,33.22,81.57,6.42,99.34,3.55
25.75,84.75,2021,6,23,26.86,27.51,32.9,83.89,6.18,99.41,4.23
25.75,85.25,2021,6,23,26.97,27.4,32.83,85.53,6.11,99.49,5.1
25.75,85.75,2021,6,23,26.94,27.2,32.93,86.16,5.45,99.55,5.83
25.75,86.25,2021,6,23,26.8,26.96,33.02,86.03,3.93,99.56,6.43
25.75,86.75,2021,6,23,26.75,26.9,33.03,85.73,4.89,99.64,7.21
25.75,87.25,2021,6,23,26.61,26.87,33.06,85.36,4.56,99.66,7.31
25.75,87.75,2021,6,23,26.39,26.58,33.12,84.84,4.89,99.71,6.82
25.75,88.25,2021,6,23,26.11,26.1,33.15,84.36,5.59,99.79,6.17
26.25,82.25,2021,6,23,26.09,27.01,33.7,78.41,8.25,99.01,4.22
26.25,82.75,2021,6,23,26.32,27.12,33.6,79.96,8.08,99.1,4.78
26.25,83.25,2021,6,23,26.45,27.1,33.5,81.16,7.86,99.19,4.85
26.25,83.75,2021,6,23,26.54,27.12,33.38,81.69,7.34,99.26,4.23
26.25,84.25,2021,6,23,26.83,27.35,32.48,84.19,7.79,99.33,4.03
26.25,84.75,2021,6,23,27.03,27.36,32.17,86.29,8.32,99.39,4.71
26.25,85.25,2021,6,23,27.07,27.23,32.36,87.26,8.01,99.42,5.58
26.25,85.75,2021,6,23,26.95,26.99,32.8,86.96,6.8,99.36,6.15
26.25,86.25,2021,6,23,26.67,26.71,33.1,85.94,5.52,99.15,6.21
26.25,86.75,2021,6,23,26.42,26.43,32.83,85.94,7.22,98.82,7.05
26.25,87.25,2021,6,23,26.08,26.11,32.43,85.79,7.41,98.49,6.94
26.25,87.75,2021,6,23,25.87,25.81,32.16,86,8.03,98.39,6.44
26.25,88.25,2021,6,23,25.84,25.61,32.13,86.43,8.89,98.62,6.1
22.75,82.25,2021,6,24,23.65,24.02,31.66,80.72,3.16,94.79,4.53
22.75,82.75,2021,6,24,23.59,24.17,31.59,80.39,3.1,94.82,4.45
22.75,83.25,2021,6,24,23.21,23.57,31.18,81.2,2.91,94.07,4.8
22.75,83.75,2021,6,24,22.91,23.16,31.03,81.12,2.8,93.62,5.69
22.75,84.25,2021,6,24,23.14,23.43,31.09,81.18,3.32,94.14,5.9
22.75,84.75,2021,6,24,23.49,23.68,30.61,82.86,3.08,94.62,5.89
22.75,85.25,2021,6,24,23.98,24.06,30.51,84.54,2.49,95.34,5.8
22.75,85.75,2021,6,24,24.51,24.54,31.2,84.89,1.82,96.35,5.69
22.75,86.25,2021,6,24,24.8,24.96,32.6,82.81,1.28,97.4,5.56
22.75,86.75,2021,6,24,25.08,25.47,33.3,81.74,0.67,98.56,7.27
22.75,87.25,2021,6,24,25.36,25.75,33.26,82.29,0.71,99.39,8.16
22.75,87.75,2021,6,24,25.62,25.79,32.91,83.71,1.03,99.87,8.23
22.75,88.25,2021,6,24,25.82,25.65,32.57,85.23,1.94,100.09,7.79
23.25,82.25,2021,6,24,23.47,23.45,30.89,82.56,4.86,93.92,4.49
23.25,82.75,2021,6,24,23.41,23.71,30.67,82.29,4.74,93.91,4.32
23.25,83.25,2021,6,24,23.13,23.49,29.94,83.03,4.33,93.48,4.69
23.25,83.75,2021,6,24,22.64,22.93,29.37,83.53,5.88,92.61,5.77
23.25,84.25,2021,6,24,22.88,23.15,28.84,85.23,7.48,92.82,6.14
23.25,84.75,2021,6,24,23.27,23.41,28.32,87.62,6.21,93.36,6.2
23.25,85.25,2021,6,24,23.9,23.87,28.63,88.64,3.97,94.49,5.96
23.25,85.75,2021,6,24,24.61,24.54,29.98,87.39,2.11,96.01,5.6
23.25,86.25,2021,6,24,25.01,25.24,31.93,84.19,1.45,97.34,5.48
23.25,86.75,2021,6,24,25.14,25.78,33.12,82.06,0.66,98.33,7.33
23.25,87.25,2021,6,24,25.36,25.89,33.33,82.62,0.47,99.14,8.28
23.25,87.75,2021,6,24,25.59,25.82,33.13,84.01,0.6,99.7,8.24
23.25,88.25,2021,6,24,25.79,25.66,32.87,85.19,1.27,99.99,7.62
23.75,82.25,2021,6,24,23.78,23.74,30.95,82.17,6.09,94.49,5.01
23.75,82.75,2021,6,24,23.76,24.15,30.7,81.77,6.16,94.67,4.79
23.75,83.25,2021,6,24,23.76,24.48,29.92,82.63,6.59,94.92,5.04
23.75,83.75,2021,6,24,23.49,24.08,29.02,84.28,9.69,94.41,5.89
23.75,84.25,2021,6,24,23.86,24.31,28.29,87.58,11.49,94.46,6.15
23.75,84.75,2021,6,24,24.01,24.25,28.03,89.81,8.86,94.37,6
23.75,85.25,2021,6,24,24.27,24.31,28.54,89.79,5.01,94.79,5.72
23.75,85.75,2021,6,24,24.68,24.7,29.75,87.66,2.09,95.84,5.61
23.75,86.25,2021,6,24,25.05,25.41,31.14,84.94,1.22,97.07,5.97
23.75,86.75,2021,6,24,25.23,25.84,32.73,82.79,0.56,98.04,7.18
23.75,87.25,2021,6,24,25.41,25.84,33.1,83.52,0.34,98.85,7.92
23.75,87.75,2021,6,24,25.61,25.8,33.01,84.6,0.36,99.49,8
23.75,88.25,2021,6,24,25.77,25.79,32.86,84.99,0.72,99.92,7.58
24.25,82.25,2021,6,24,24.39,24.65,31.91,80.08,5.38,95.97,5.26
24.25,82.75,2021,6,24,24.37,25.08,31.39,80.03,5.84,96.22,4.98
24.25,83.25,2021,6,24,24.42,25.55,30.44,81.17,7.77,96.52,5.09
24.25,83.75,2021,6,24,24.62,25.59,29.74,83.34,10.24,96.62,5.35
24.25,84.25,2021,6,24,25.15,25.85,29.46,86.77,10.81,96.81,4.96
24.25,84.75,2021,6,24,25.12,25.59,29.78,87.78,7.89,96.45,4.88
24.25,85.25,2021,6,24,24.97,25.31,30.49,86.68,4.29,96.21,4.94
24.25,85.75,2021,6,24,24.94,25.26,31.23,84.73,1.75,96.43,5.2
24.25,86.25,2021,6,24,25.08,25.48,31.48,84.16,0.92,97.06,5.9
24.25,86.75,2021,6,24,25.26,25.58,32.63,83.06,0.43,97.84,6.88
24.25,87.25,2021,6,24,25.48,25.6,32.73,84.17,0.3,98.52,7.32
24.25,87.75,2021,6,24,25.69,25.74,32.62,84.96,0.29,99.24,7.64
24.25,88.25,2021,6,24,25.82,25.91,32.65,84.7,0.43,99.87,7.72
24.75,82.25,2021,6,24,24.95,25.66,32.86,78.78,3.77,97.35,4.49
24.75,82.75,2021,6,24,24.97,26.02,32.1,79.36,4.23,97.45,4.17
24.75,83.25,2021,6,24,25.09,26.38,31.02,81.03,6.05,97.54,3.99
24.75,83.75,2021,6,24,25.49,26.67,30.8,82.88,6.8,97.68,3.66
24.75,84.25,2021,6,24,25.8,26.83,30.93,84,6.59,98.11,3.14
24.75,84.75,2021,6,24,25.81,26.59,31.51,84.19,4.87,98.13,3.79
24.75,85.25,2021,6,24,25.68,26.27,32.26,83.25,2.92,97.97,4.49
24.75,85.75,2021,6,24,25.52,26,32.78,82.21,1.52,97.84,4.87
24.75,86.25,2021,6,24,25.47,25.67,32.56,83.28,0.95,97.88,5.27
24.75,86.75,2021,6,24,25.58,25.59,33.07,83.08,0.57,98.35,6.22
24.75,87.25,2021,6,24,25.75,25.59,32.76,84.38,0.51,98.67,6.78
24.75,87.75,2021,6,24,25.89,25.75,32.52,85.03,0.46,99.2,7.33
24.75,88.25,2021,6,24,25.91,25.88,32.63,84.54,0.4,99.83,7.6
25.25,82.25,2021,6,24,25.58,27.06,33.44,78.06,3.29,98.56,3.6
25.25,82.75,2021,6,24,25.73,27.34,32.62,79.52,3.42,98.59,3.32
25.25,83.25,2021,6,24,25.93,27.5,31.35,82.01,3.63,98.58,2.91
25.25,83.75,2021,6,24,26.2,27.66,31.28,83.06,3.47,98.68,2.25
25.25,84.25,2021,6,24,26.05,27.28,31.63,82.11,3.41,98.97,2.78
25.25,84.75,2021,6,24,26.01,26.91,32.17,81.72,2.96,99.12,3.93
25.25,85.25,2021,6,24,26.05,26.64,32.78,81.62,2.28,99.15,4.81
25.25,85.75,2021,6,24,26.09,26.4,33.21,81.97,1.61,99.11,5.19
25.25,86.25,2021,6,24,26.07,26.05,33.12,83.34,1.33,99.01,5.49
25.25,86.75,2021,6,24,26.15,25.94,33.34,83.47,1.15,99.22,5.98
25.25,87.25,2021,6,24,26.2,25.84,33.02,84.62,1.1,99.25,6.5
25.25,87.75,2021,6,24,26.16,25.78,32.79,85.15,0.97,99.45,6.89
25.25,88.25,2021,6,24,25.99,25.7,32.83,84.63,0.76,99.79,6.94
25.75,82.25,2021,6,24,25.87,27.8,33.42,77.97,4.57,99.01,3.42
25.75,82.75,2021,6,24,26.11,28,32.7,80.04,4.47,99.09,3.05
25.75,83.25,2021,6,24,26.33,28.07,31.4,82.74,3.77,99.18,2.65
25.75,83.75,2021,6,24,26.34,27.98,31.24,82.84,3.1,99.24,2.46
25.75,84.25,2021,6,24,26.04,27.24,31.78,81.32,2.69,99.29,3.66
25.75,84.75,2021,6,24,26.02,26.77,32.37,80.92,2.53,99.34,4.65
25.75,85.25,2021,6,24,26.15,26.49,32.81,81.63,2.27,99.41,5.34
25.75,85.75,2021,6,24,26.3,26.32,33.04,82.91,1.9,99.46,5.81
25.75,86.25,2021,6,24,26.35,26.2,33.12,83.66,1.81,99.46,6.29
25.75,86.75,2021,6,24,26.41,26.1,33.14,84.23,2.2,99.53,6.45
25.75,87.25,2021,6,24,26.39,25.94,33.01,85.01,2.1,99.54,6.46
25.75,87.75,2021,6,24,26.26,25.74,32.91,85.3,2.08,99.59,6.26
25.75,88.25,2021,6,24,26.04,25.57,32.88,84.94,2.21,99.67,5.92
26.25,82.25,2021,6,24,25.89,27.6,32.81,79.68,6.28,98.98,3.58
26.25,82.75,2021,6,24,26.08,27.76,32.38,80.97,6.44,99.07,3.07
26.25,83.25,2021,6,24,26.27,27.83,31.43,82.86,6.96,99.15,2.75
26.25,83.75,2021,6,24,26.24,27.8,31.25,82.56,6.64,99.22,3.07
26.25,84.25,2021,6,24,26.07,27.16,31.85,81.46,5.11,99.27,4.15
26.25,84.75,2021,6,24,26.12,26.7,32.49,81.36,4.25,99.32,4.94
26.25,85.25,2021,6,24,26.22,26.37,32.9,82.16,3.6,99.34,5.56
26.25,85.75,2021,6,24,26.23,26.14,33.06,83.16,2.98,99.28,6.03
26.25,86.25,2021,6,24,26.07,26.02,33.17,83.03,2.48,99.05,6.36
26.25,86.75,2021,6,24,25.98,25.81,32.72,84.21,3.62,98.73,6.32
26.25,87.25,2021,6,24,25.78,25.51,32.46,84.8,3.51,98.39,6.02
26.25,87.75,2021,6,24,25.65,25.25,32.22,85.42,4.14,98.28,5.6
26.25,88.25,2021,6,24,25.67,25.15,32.05,86.01,5.42,98.52,5.28
22.75,82.25,2021,6,25,23.2,23.47,29.76,83.64,3.27,94.7,7.35
22.75,82.75,2021,6,25,23.53,23.72,30.35,83.9,3.78,94.7,7.11
22.75,83.25,2021,6,25,23.53,23.71,30.06,85.21,6.41,93.94,6.08
22.75,83.75,2021,6,25,23.42,23.47,29.43,85.78,9.18,93.48,4.16
22.75,84.25,2021,6,25,23.59,23.85,29.88,85.38,11.4,94.02,4.82
22.75,84.75,2021,6,25,23.77,23.96,30.12,85.51,9.96,94.5,5.46
22.75,85.25,2021,6,25,24.11,24.09,30.52,85.67,7.49,95.23,5.62
22.75,85.75,2021,6,25,24.56,24.39,31.21,85.12,6.39,96.24,5.1
22.75,86.25,2021,6,25,24.87,24.79,32.07,82.88,8.82,97.3,3.99
22.75,86.75,2021,6,25,25.05,25.18,32.97,80.88,9.31,98.44,5.03
22.75,87.25,2021,6,25,25.34,25.4,33.13,81.59,9.36,99.26,6.18
22.75,87.75,2021,6,25,25.7,25.6,32.82,83.81,8.28,99.74,7.07
22.75,88.25,2021,6,25,26.02,25.78,32.3,86.29,6.87,99.94,7.62
23.25,82.25,2021,6,25,22.94,22.8,28.98,85.42,6.53,93.83,7.44
23.25,82.75,2021,6,25,23.35,23.21,29.48,86.12,6.99,93.8,7.15
23.25,83.25,2021,6,25,23.53,23.56,29.46,87.24,10.28,93.34,6.15
23.25,83.75,2021,6,25,23.2,22.99,29.1,87.06,13.34,92.47,4.47
23.25,84.25,2021,6,25,23.26,23.07,29.44,86.46,17,92.68,4.13
23.25,84.75,2021,6,25,23.41,23.16,29.85,85.94,15.31,93.24,4.64
23.25,85.25,2021,6,25,23.85,23.59,30.47,85.42,12.14,94.38,5.15
23.25,85.75,2021,6,25,24.5,24.29,31.2,84.78,10.97,95.91,5.04
23.25,86.25,2021,6,25,25.01,24.88,31.75,83.78,14.95,97.24,3.9
23.25,86.75,2021,6,25,25.08,25.16,32.28,81.81,19.85,98.24,5.04
23.25,87.25,2021,6,25,25.23,25.25,32.63,81.54,19.23,99.04,5.65
23.25,87.75,2021,6,25,25.58,25.34,32.68,83.28,16.44,99.58,6.2
23.25,88.25,2021,6,25,26,25.45,32.45,86.02,12.87,99.86,6.96
23.75,82.25,2021,6,25,23.38,23.28,28.87,86.24,8.39,94.41,7.06
23.75,82.75,2021,6,25,23.87,23.91,29.56,86.58,9.15,94.57,6.68
23.75,83.25,2021,6,25,24.21,24.57,30.21,86.37,13.18,94.79,5.72
23.75,83.75,2021,6,25,23.87,24.03,30.39,85.47,17.57,94.27,4.94
23.75,84.25,2021,6,25,23.91,23.9,30.58,84.84,21.42,94.33,4.45
23.75,84.75,2021,6,25,23.8,23.65,30.8,84.03,19.72,94.26,4.22
23.75,85.25,2021,6,25,23.91,23.79,31.07,83.49,16.29,94.7,4.66
23.75,85.75,2021,6,25,24.33,24.38,31.32,83.48,14.64,95.75,5.27
23.75,86.25,2021,6,25,24.86,25.01,31.37,84.03,17.92,96.99,4.58
23.75,86.75,2021,6,25,25.06,25.26,31.57,83.11,25.61,97.97,5.45
23.75,87.25,2021,6,25,25.22,25.27,31.95,82.52,25.78,98.78,5.76
23.75,87.75,2021,6,25,25.53,25.34,32.23,83.26,21.8,99.41,5.91
23.75,88.25,2021,6,25,25.9,25.5,32.3,84.99,15.29,99.81,6.31
24.25,82.25,2021,6,25,24.22,24.58,29.55,85.44,8.05,95.9,6.42
24.25,82.75,2021,6,25,24.61,25.16,30.32,85.16,9.23,96.13,5.92
24.25,83.25,2021,6,25,24.72,25.52,30.95,84.08,13.72,96.4,4.96
24.25,83.75,2021,6,25,24.6,25.22,31.42,82.91,19.75,96.5,4.77
24.25,84.25,2021,6,25,24.78,25.2,31.74,82.76,23.41,96.71,4.37
24.25,84.75,2021,6,25,24.62,24.9,31.83,82.31,22.51,96.36,4.18
24.25,85.25,2021,6,25,24.45,24.81,31.66,82.19,19.32,96.14,4.76
24.25,85.75,2021,6,25,24.48,25.02,31.3,82.81,16.29,96.36,5.64
24.25,86.25,2021,6,25,24.77,25.3,30.97,84.31,16.06,96.99,5.36
24.25,86.75,2021,6,25,25.06,25.45,31.2,84.09,21.37,97.78,6.18
24.25,87.25,2021,6,25,25.23,25.32,31.56,83.75,22.72,98.46,6.38
24.25,87.75,2021,6,25,25.47,25.43,31.99,83.51,19.04,99.17,6.26
24.25,88.25,2021,6,25,25.75,25.73,32.31,83.64,11.49,99.78,6.17
24.75,82.25,2021,6,25,24.95,25.7,30.63,84.45,6.84,97.29,5.53
24.75,82.75,2021,6,25,25.09,25.87,30.98,84.04,7.91,97.37,5.05
24.75,83.25,2021,6,25,25.02,25.99,31.01,83.19,11.34,97.44,4.44
24.75,83.75,2021,6,25,25.07,25.98,31.48,82.19,16.65,97.58,4.46
24.75,84.25,2021,6,25,25.37,26.15,32.23,81.61,21.01,98.01,3.73
24.75,84.75,2021,6,25,25.38,26.12,32.48,81.39,22.97,98.03,3.98
24.75,85.25,2021,6,25,25.25,26.08,32.04,81.82,21.32,97.89,4.78
24.75,85.75,2021,6,25,25.14,26.04,31.23,82.99,16.73,97.77,5.5
24.75,86.25,2021,6,25,25.23,25.94,30.87,84.81,11.77,97.8,5.34
24.75,86.75,2021,6,25,25.4,25.83,31.42,84.44,13.46,98.28,6.55
24.75,87.25,2021,6,25,25.39,25.54,31.74,84.01,14.13,98.61,6.68
24.75,87.75,2021,6,25,25.46,25.62,32.09,83.36,11.63,99.14,6.46
24.75,88.25,2021,6,25,25.64,25.97,32.42,82.88,6.51,99.75,6.28
25.25,82.25,2021,6,25,25.55,26.46,31.6,83.93,5.61,98.5,4.77
25.25,82.75,2021,6,25,25.55,26.42,31.65,83.43,6.13,98.52,4.57
25.25,83.25,2021,6,25,25.48,26.61,31.28,82.89,7.69,98.5,4.31
25.25,83.75,2021,6,25,25.53,26.69,31.68,81.72,10.37,98.59,4.11
25.25,84.25,2021,6,25,25.68,26.86,32.6,80.32,14.44,98.86,3.5
25.25,84.75,2021,6,25,25.77,27.03,32.87,80.06,19.1,99.01,4.04
25.25,85.25,2021,6,25,25.81,27.06,32.43,81.08,19.79,99.06,4.68
25.25,85.75,2021,6,25,25.86,26.89,31.67,82.98,15.28,99.02,4.9
25.25,86.25,2021,6,25,25.97,26.57,31.46,84.88,7.73,98.92,4.7
25.25,86.75,2021,6,25,25.92,26.24,32.05,84.25,8.53,99.14,6.35
25.25,87.25,2021,6,25,25.74,25.98,32.17,83.78,8.01,99.18,6.44
25.25,87.75,2021,6,25,25.65,26.01,32.24,83.44,6.92,99.38,6.24
25.25,88.25,2021,6,25,25.68,26.2,32.37,83.31,5.29,99.71,6.23
25.75,82.25,2021,6,25,25.67,26.8,31.39,83.95,4.67,98.95,4.21
25.75,82.75,2021,6,25,25.65,26.82,31.55,83.02,4.86,99.03,4.26
25.75,83.25,2021,6,25,25.64,26.92,31.6,82.26,5.58,99.1,4.21
25.75,83.75,2021,6,25,25.74,26.81,31.92,81.69,6,99.15,4.17
25.75,84.25,2021,6,25,25.83,27.12,32.57,80.61,7.41,99.18,4.24
25.75,84.75,2021,6,25,25.97,27.33,32.74,80.7,10.82,99.23,4.62
25.75,85.25,2021,6,25,26.1,27.3,32.5,81.96,12.51,99.3,4.84
25.75,85.75,2021,6,25,26.2,27.04,32.09,83.79,10.64,99.36,4.89
25.75,86.25,2021,6,25,26.26,26.72,31.89,84.94,5.25,99.36,5.21
25.75,86.75,2021,6,25,26.12,26.46,32.23,84.39,7.11,99.44,6.13
25.75,87.25,2021,6,25,25.98,26.41,32.23,84.19,6.77,99.46,5.87
25.75,87.75,2021,6,25,25.89,26.41,32.15,84.29,6.8,99.51,5.53
25.75,88.25,2021,6,25,25.85,26.37,32.12,84.46,7.09,99.58,5.5
26.25,82.25,2021,6,25,25.48,26.88,30.76,83.93,4.58,98.92,3.49
26.25,82.75,2021,6,25,25.52,26.9,30.95,83.13,4.61,99.01,3.64
26.25,83.25,2021,6,25,25.61,26.83,31.38,82.41,5.18,99.08,3.86
26.25,83.75,2021,6,25,25.82,26.67,31.78,82.69,4.08,99.13,4.44
26.25,84.25,2021,6,25,25.99,27.01,32.08,82.74,4.58,99.17,4.76
26.25,84.75,2021,6,25,26.16,27.12,32.02,83.69,6.62,99.22,4.81
26.25,85.25,2021,6,25,26.25,27.02,31.87,84.95,8.47,99.23,4.89
26.25,85.75,2021,6,25,26.21,26.79,31.73,85.81,8.57,99.18,5.24
26.25,86.25,2021,6,25,26.01,26.56,31.52,85.41,5.47,98.96,5.99
26.25,86.75,2021,6,25,25.81,26.25,31.47,85.26,6.84,98.64,5.54
26.25,87.25,2021,6,25,25.61,26.04,31.36,85.41,7.5,98.3,4.95
26.25,87.75,2021,6,25,25.55,25.9,31.26,85.89,8.33,98.19,4.74
26.25,88.25,2021,6,25,25.65,25.84,31.28,86.39,9.2,98.42,5.04
22.75,82.25,2021,6,26,22.75,22.78,30.54,79.84,11.57,94.83,4.68
22.75,82.75,2021,6,26,22.86,22.94,30.56,80.46,11.95,94.84,4.5
22.75,83.25,2021,6,26,22.76,22.92,30.03,82.32,13.05,94.07,4.78
22.75,83.75,2021,6,26,22.89,23.27,29.47,83.88,11.39,93.61,5.34
22.75,84.25,2021,6,26,23.34,23.88,29.74,84.05,5.87,94.13,5.68
22.75,84.75,2021,6,26,23.76,23.74,30.04,84.99,2.51,94.61,6.08
22.75,85.25,2021,6,26,24.19,23.58,30.54,85.62,1.6,95.35,6.01
22.75,85.75,2021,6,26,24.61,23.87,31.31,85.3,3.09,96.37,5.65
22.75,86.25,2021,6,26,25.02,24.77,32.26,83.88,6.63,97.43,5.86
22.75,86.75,2021,6,26,25.58,25.65,32.32,84.82,10.85,98.61,6.84
22.75,87.25,2021,6,26,25.9,26.01,32.32,85.62,11.2,99.43,7.36
22.75,87.75,2021,6,26,26.09,26.13,32.2,86.36,9.94,99.91,7.76
22.75,88.25,2021,6,26,26.22,26.13,32.01,87.06,7.81,100.13,7.96
23.25,82.25,2021,6,26,22.14,22.1,29.39,81.25,8.58,93.96,5.09
23.25,82.75,2021,6,26,22.4,22.36,29.34,82.66,10.08,93.94,4.95
23.25,83.25,2021,6,26,22.6,22.73,28.92,84.92,13.54,93.47,4.94
23.25,83.75,2021,6,26,22.61,23.12,28.36,86.25,15.74,92.6,5.77
23.25,84.25,2021,6,26,23,23.37,28.24,87.1,9.31,92.79,6
23.25,84.75,2021,6,26,23.41,23.23,28.63,87.35,4.51,93.35,6.84
23.25,85.25,2021,6,26,23.97,23.38,29.6,86.95,3.2,94.5,7.2
23.25,85.75,2021,6,26,24.62,24.06,30.88,86.02,6.17,96.05,6.81
23.25,86.25,2021,6,26,25.15,25.05,31.84,84.84,13.15,97.38,6.16
23.25,86.75,2021,6,26,25.6,25.68,32.16,85.19,18.31,98.39,6.91
23.25,87.25,2021,6,26,25.92,25.91,32.3,86.03,20.33,99.2,7.16
23.25,87.75,2021,6,26,26.13,26,32.31,86.74,17.77,99.75,7.38
23.25,88.25,2021,6,26,26.25,26.03,32.22,87.16,11.7,100.04,7.58
23.75,82.25,2021,6,26,22.25,22.35,28.8,82.19,4.43,94.54,5.23
23.75,82.75,2021,6,26,22.67,22.97,28.77,83.61,6.26,94.71,5.29
23.75,83.25,2021,6,26,23.29,23.85,28.83,85.79,10.68,94.93,5.18
23.75,83.75,2021,6,26,23.42,24.21,28.57,87.47,15.08,94.41,5.93
23.75,84.25,2021,6,26,23.79,24.2,28.08,88.97,10.82,94.44,6.12
23.75,84.75,2021,6,26,23.92,23.8,28.74,88.42,6.81,94.37,6.8
23.75,85.25,2021,6,26,24.14,23.79,29.87,86.86,5.9,94.82,7.43
23.75,85.75,2021,6,26,24.56,24.33,30.95,85.34,9.5,95.89,7.44
23.75,86.25,2021,6,26,25.05,25.01,31.59,84.97,17.57,97.13,6.18
23.75,86.75,2021,6,26,25.5,25.46,32.04,85.22,21.36,98.12,6.7
23.75,87.25,2021,6,26,25.89,25.76,32.32,86.12,23.85,98.93,6.91
23.75,87.75,2021,6,26,26.19,26.05,32.54,86.62,20.33,99.56,7.12
